gene	log2hr	pval
DBNL	0.11103131238874395	0.00012224945240062
MAVS	0.11103131238874395	0.000127950717985096
GSTP1	-0.10469737866669324	0.000129644820682003
CNDP1	0.11103131238874395	0.000130829948482271
CLC	0.11103131238874395	0.000139933572567777
NECTIN4	0.11103131238874395	0.000146367389983307
CXCL14	-0.12029423371771177	0.000150251906383492
TBCC	0.09761079662642233	0.000153522625701032
RANGAP1	-0.10469737866669324	0.000165789432396846
ATG4A	0.09761079662642233	0.00017565300307817
CRKL	0.09761079662642233	0.000188259916873382
GUCA2A	-0.10469737866669324	0.000193916373634527
NFATC1	0.09761079662642233	0.000194151093727037
EPCAM	-0.10469737866669324	0.000199610411448771
GBP4	0.09761079662642233	0.000201762861961924
NRTN	0.09761079662642233	0.000219335141245748
DDC	-0.10469737866669324	0.000229402916011612
MAP4K5	0.09761079662642233	0.00023353725644469
CD93	-0.10469737866669324	0.000248650760313648
PRL	-0.10469737866669324	0.000273784249389468
PODXL	-0.10469737866669324	0.000335786915876555
GRAP2	0.09761079662642233	0.000358846210092973
FKBP7	0.09761079662642233	0.000391178759791029
SPARCL1	-0.10469737866669324	0.000393673179149653
PIK3AP1	0.09761079662642233	0.000399323974057467
STK4	0.09761079662642233	0.00041409528863536
PM20D1	0.09761079662642233	0.00041762143856912
GPA33	-0.08926733809708741	0.000461383338065632
PRTG	0.09761079662642233	0.000496567507175791
ERBB4	0.09761079662642233	0.000497983715146836
FCGR3B	0.09761079662642233	0.000522598652011696
ADAM15	0.09761079662642233	0.000546584764216669
BIN2	0.09761079662642233	0.000551204758641789
STAT5B	0.09761079662642233	0.000555101858685135
CDC37	0.09761079662642233	0.000555184153644265
CTF1	0.09761079662642233	0.000594897393552168
ARTN	0.09761079662642233	0.000626815559714531
TBCB	0.09761079662642233	0.000705172692668095
ICA1	0.09761079662642233	0.000706308488603536
VSTM1	0.08406426478847455	0.000831193922022258
FKBP5	0.09761079662642233	0.000863621043959373
HMOX1	-0.08926733809708741	0.00088288218369896
DCTPP1	0.09761079662642233	0.000956413744843845
FOLR1	-0.08926733809708741	0.00104716101405162
SCGN	0.09761079662642233	0.00106269177166897
DPP4	0.09761079662642233	0.00110119570486112
MPIG6B	0.08406426478847455	0.00116077402146035
SPRY2	0.08406426478847455	0.00121864228930089
GBP2	0.08406426478847455	0.00133663290159899
IL34	0.08406426478847455	0.00141469560548808
ARID4B	0.08406426478847455	0.0014481097545069
VASN	0.08406426478847455	0.00153119656830033
ATP6V1D	-0.08926733809708741	0.00154060346818816
PKLR	0.08406426478847455	0.00159627888161452
VTCN1	0.08406426478847455	0.00169897026226976
ABHD14B	0.08406426478847455	0.0017272843869184
CA1	0.08406426478847455	0.00181719136595272
ITGB1BP2	0.08406426478847455	0.00182400462690035
LYAR	0.08406426478847455	0.0020407397296605
IL22RA1	0.08406426478847455	0.00204228573421692
RHOC	0.08406426478847455	0.00208993972735868
TDGF1	0.08406426478847455	0.00218067931343036
ATXN10	0.08406426478847455	0.00218380453376502
AFP	-0.08926733809708741	0.00223072449487978
RSPO3	-0.08926733809708741	0.00240950293232391
ITGB5	-0.08926733809708741	0.00252946028686793
ENO2	0.08406426478847455	0.00260517353618037
CLEC5A	0.08406426478847455	0.00261621844982038
DRG2	0.08406426478847455	0.00263088601081615
OGFR	0.08406426478847455	0.00264269584221562
CLSTN1	0.08406426478847455	0.00274597889919225
PRELP	0.08406426478847455	0.00276717732980673
TP53INP1	-0.07400058144377693	0.00282457029772315
SERPINA11	0.08406426478847455	0.003352191259833
RSPO1	-0.08926733809708741	0.00343592406582922
EBI3_IL27	0.08406426478847455	0.00352939574390029
MAGED1	0.08406426478847455	0.00370294230006739
TNFRSF19	0.08406426478847455	0.00377567670154289
CTSF	-0.08926733809708741	0.00391094302629709
MED18	0.08406426478847455	0.00401195648408132
VIM	0.08406426478847455	0.00409066675943801
MTPN	-0.07400058144377693	0.00412936614877961
KLK12	0.08406426478847455	0.00444435495758168
PLA2G4A	0.070389327891398	0.00459446763254688
MANSC1	-0.07400058144377693	0.0046607000395956
AOC1	0.070389327891398	0.00468683081864088
PLPBP	0.08406426478847455	0.00470989540101513
SERPINB6	0.08406426478847455	0.00476405343207976
GP6	0.070389327891398	0.00493824252430791
PRSS27	0.070389327891398	0.00526483346856729
IGFBP3	-0.07400058144377693	0.00545166943966153
FLT1	0.070389327891398	0.00587474138120228
ADAM22	0.070389327891398	0.00594961421442477
FOXO1	0.070389327891398	0.00600090463006809
CDH5	0.070389327891398	0.00618223785843034
NPTN	-0.07400058144377693	0.00626871245699271
SEPTIN9	0.070389327891398	0.00649335872023878
NDRG1	0.070389327891398	0.00651714938291342
GPC1	0.070389327891398	0.00696020899392165
PAM	0.070389327891398	0.00716293494662492
IL18RAP	-0.07400058144377693	0.00730473418922538
BTC	-0.07400058144377693	0.00748273662966564
CDSN	-0.07400058144377693	0.00792041573885981
TSLP	0.070389327891398	0.00808558570336865
PRDX1	-0.07400058144377693	0.00809379653357674
THPO	-0.07400058144377693	0.00835749523278197
FGF2	0.070389327891398	0.00848670137744214
RGMB	-0.07400058144377693	0.00849011623216969
CEACAM3	0.070389327891398	0.00865015522588323
SPOCK1	-0.07400058144377693	0.0086638089042248
BGN	-0.07400058144377693	0.0087093863638575
BRK1	0.070389327891398	0.00887491586701469
BIRC2	0.070389327891398	0.00895564051649789
ARNT	-0.07400058144377693	0.00906840966337384
APRT	0.070389327891398	0.00909049025250727
LY6D	0.070389327891398	0.00909285892527124
CNTNAP2	0.070389327891398	0.00921625046913589
CHMP1A	0.070389327891398	0.00954235422710587
CNTN1	-0.07400058144377693	0.00955313617306298
DIABLO	0.070389327891398	0.00995197143829967
FES	0.070389327891398	0.00999841858105713
ITGA6	-0.07400058144377693	0.0102675687850746
KLK4	0.070389327891398	0.0105978698541787
VTA1	0.070389327891398	0.0108524561514659
PAEP	0.070389327891398	0.011176366203473
CALCOCO1	0.070389327891398	0.0112473934707762
LTBP2	-0.08926733809708741	0.0129473083425464
TCL1B	0.070389327891398	0.0129927856530125
GKN1	0.070389327891398	0.0134335575039798
MAP3K5	0.070389327891398	0.0136264758924587
JCHAIN	0.070389327891398	0.0137424434190487
FADD	0.070389327891398	0.0139474064546249
FGF5	-0.07400058144377693	0.0139783458055274
ANXA11	0.070389327891398	0.0141138237124157
MGMT	0.070389327891398	0.0146144534708411
KAZALD1	0.070389327891398	0.015190962545414
KIR3DL1	0.070389327891398	0.0153070597231809
PLXDC1	-0.058893689053568565	0.0161405731548914
HMBS	0.070389327891398	0.0163064324726557
NPTX1	0.070389327891398	0.0165301818592663
SFTPD	0.070389327891398	0.0172536302894078
FOXO3	0.070389327891398	0.0173325044199304
EDIL3	0.070389327891398	0.0174037207374869
CD209	-0.058893689053568565	0.0175260817725935
KIR2DL3	0.070389327891398	0.0182364325752517
PNLIPRP2	0.070389327891398	0.0187539920205481
SRC	0.070389327891398	0.0193497262774272
PPME1	0.070389327891398	0.0202416575283827
CASP3	0.056583528366367514	0.0213602880417655
HDGF	0.056583528366367514	0.0229614450861856
STXBP3	0.056583528366367514	0.0231549557635188
TGM2	0.056583528366367514	0.0233782495851132
CDH3	-0.058893689053568565	0.0248683016217206
IL17F	0.056583528366367514	0.026069858821017
PDP1	0.056583528366367514	0.0270778693466357
CXCL3	0.056583528366367514	0.0275387848877408
DGKZ	0.056583528366367514	0.028863506553576
FHIT	0.056583528366367514	0.029437476936785
SPP1	-0.058893689053568565	0.0321607730329628
MSMB	-0.058893689053568565	0.0327824069339551
ADAM23	0.056583528366367514	0.0333944447699485
TPMT	-0.058893689053568565	0.0337614783168369
TIMP4	-0.058893689053568565	0.0340264856165417
MGLL	0.056583528366367514	0.0350705850762812
KLK11	0.056583528366367514	0.036058495293949
SSB	0.056583528366367514	0.0383118467298778
PSMD9	0.056583528366367514	0.041488578858108
ITM2A	-0.058893689053568565	0.0415248116749029
CARHSP1	0.056583528366367514	0.0428724103936419
CA13	0.056583528366367514	0.0440030631166357
GRK5	0.056583528366367514	0.0445709897618194
PMVK	0.056583528366367514	0.047642037777315
IL6R	0.056583528366367514	0.0482063162574163
LYPD1	-0.058893689053568565	0.0489225664841767
ANXA4	0.056583528366367514	0.0489940439176347
DSG3	-0.058893689053568565	0.0490495410872248
CCL24	0.056583528366367514	0.049557945695072
ACP6	0.056583528366367514	0.05318739302511
RABEPK	0.056583528366367514	0.0534040616954408
IFNGR1	0.056583528366367514	0.0550355281184668
DUSP3	-0.058893689053568565	0.0551764181191101
SH2B3	0.056583528366367514	0.0556994912645352
MZT1	0.056583528366367514	0.0566514724421714
MAPT	0.056583528366367514	0.0571628703726453
EPHA10	-0.058893689053568565	0.0573080278134981
IL7	0.056583528366367514	0.0581544336342814
LY75	0.056583528366367514	0.0607812431587738
FOSB	0.056583528366367514	0.0615586855778631
SMARCA2	0.056583528366367514	0.0626403226122296
KLK13	0.056583528366367514	0.0633206798939742
PRTFDC1	0.056583528366367514	0.0638770768343944
FKBP1B	0.056583528366367514	0.0644533563831994
CRADD	0.056583528366367514	0.0650671975904897
PNPT1	-0.043943347587597055	0.065783197802571
PAPPA	-0.058893689053568565	0.0676114675888207
SUSD2	-0.058893689053568565	0.0676952630049618
CA11	0.04264433740849372	0.0706187136115034
IL1A	0.04264433740849372	0.0733467611532713
TRAF2	0.04264433740849372	0.0735954956187711
SDC4	0.04264433740849372	0.0745433600538943
LTO1	0.04264433740849372	0.0758060416271227
NELL2	0.04264433740849372	0.0771669145849146
CCL28	0.04264433740849372	0.0795667140969977
NPPB	0.04264433740849372	0.0803271772113393
ATF2	0.04264433740849372	0.0805770349625434
NTproBNP	-0.043943347587597055	0.0837824765551166
ACTN4	0.04264433740849372	0.0843779475646151
GALNT2	-0.043943347587597055	0.0862402684313853
ARG1	-0.043943347587597055	0.0870471683517324
MSLN	0.04264433740849372	0.0894936764819914
PRDX5	0.04264433740849372	0.091289065991921
IL20	0.04264433740849372	0.0913599164152405
SERPINB9	0.04264433740849372	0.0913859135380203
NTF4	-0.043943347587597055	0.0931544893886556
GFRA2	0.04264433740849372	0.094411876252159
CCL23	0.04264433740849372	0.0961569283196509
CCS	-0.043943347587597055	0.0965259650873293
CDNF	-0.043943347587597055	0.0969733825669648
CGA	0.070389327891398	0.0985831577445528
DPEP2	0.04264433740849372	0.105252828307423
C4BPB	-0.043943347587597055	0.109015212765183
CEP164	0.04264433740849372	0.11025229294861
ENG	0.04264433740849372	0.111016161151776
TST	0.04264433740849372	0.11102671420123
DTX3	0.04264433740849372	0.112372610406622
CA9	0.04264433740849372	0.112714891653436
LXN	-0.043943347587597055	0.116369760029381
HAGH	0.04264433740849372	0.12364949553126
NINJ1	0.04264433740849372	0.123733758051853
ECE1	-0.043943347587597055	0.124358657355761
SCRN1	0.04264433740849372	0.127595012797985
SUGT1	0.04264433740849372	0.129675138740007
TBL1X	0.04264433740849372	0.130572032002106
CLSPN	0.04264433740849372	0.132282509147749
PSMA1	-0.043943347587597055	0.134736741891924
PTPN6	0.04264433740849372	0.134812718111246
RAD23B	0.04264433740849372	0.135273139529263
TNFAIP8	0.04264433740849372	0.136886591705807
LHB	-0.043943347587597055	0.140810798947536
PPM1A	-0.043943347587597055	0.143436568525428
PTEN	0.04264433740849372	0.144953491291423
ITGB1BP1	0.04264433740849372	0.147346772093559
CHEK2	-0.043943347587597055	0.148106625166297
MAP2K6	0.04264433740849372	0.152023800284892
FRZB	0.04264433740849372	0.159128203564388
ADCYAP1R1	-0.043943347587597055	0.168090088118009
UBAC1	0.04264433740849372	0.168261924693233
LTA4H	0.04264433740849372	0.169645746411296
CDKN2D	0.04264433740849372	0.169646115504863
COPE	0.04264433740849372	0.171256315941672
SCARB1	0.04264433740849372	0.17184061256145
EDAR	-0.029146345659516508	0.182307893739593
CHIT1	-0.043943347587597055	0.187201200825662
MFAP3	0.04264433740849372	0.190748597899701
IL13	-0.029146345659516508	0.191784616182279
PVALB	-0.029146345659516508	0.193010833744925
MMP10	0.04264433740849372	0.194874100594142
SULT1A1	0.02856915219677092	0.195163032286788
DUOX2	-0.029146345659516508	0.199730459458787
PRSS2	0.02856915219677092	0.20108798706134
MAEA	0.02856915219677092	0.201620616509458
AKT3	0.02856915219677092	0.203558870203369
WAS	0.02856915219677092	0.214791325449814
NCLN	-0.029146345659516508	0.223972763278191
COMP	0.02856915219677092	0.243651560527445
CPB1	-0.029146345659516508	0.244794444548052
WFIKKN1	0.02856915219677092	0.251740588245939
FMR1	0.02856915219677092	0.253589759793843
CPA1	-0.029146345659516508	0.257551565293379
ISLR2	0.02856915219677092	0.258190972226704
CTSV	0.02856915219677092	0.26079813660099
PRKCQ	0.02856915219677092	0.262593166428063
DCN	0.02856915219677092	0.26392436950933
IL17D	-0.029146345659516508	0.264979883915852
TPPP3	0.02856915219677092	0.268548031284694
LSM1	-0.029146345659516508	0.26870699666302
EPHB6	-0.029146345659516508	0.280506062889932
SF3B4	-0.029146345659516508	0.28480357346439
C1QA	0.02856915219677092	0.287964335697639
GGA1	-0.029146345659516508	0.289143172714574
CD55	0.02856915219677092	0.304587745302191
FST	0.02856915219677092	0.308455438314334
GYS1	0.02856915219677092	0.314485854638353
RASA1	0.02856915219677092	0.323490332530279
NT5C3A	-0.029146345659516508	0.335418079180939
KCNIP4	-0.029146345659516508	0.338746047694693
SIGLEC15	-0.029146345659516508	0.338949529610061
INPP1	0.02856915219677092	0.345002642029296
TACC3	0.02856915219677092	0.351786574489919
CCL27	-0.029146345659516508	0.35314141563967
ANGPTL1	0.02856915219677092	0.370356625644773
NEFL	0.02856915219677092	0.37378578603205
IL2	-0.029146345659516508	0.375435054152618
IVD	0.02856915219677092	0.376405877366324
DCTN2	-0.029146345659516508	0.377630210629748
TSHB	-0.029146345659516508	0.37867170025712
RUVBL1	-0.029146345659516508	0.405072993614421
SEMA4C	0.02856915219677092	0.415011892554908
LGALS7_LGALS7B	-0.029146345659516508	0.427564717784652
NGF	-0.014499569695115089	0.440102467712694
HYOU1	-0.014499569695115089	0.469905656150296
EIF5A	-0.014499569695115089	0.47313746584183
CNPY2	0.014355292977070054	0.479001127358609
CTRB1	-0.014499569695115089	0.507542306699287
IL5	0.014355292977070054	0.532575918006662
SCARF2	-0.014499569695115089	0.536883399351449
GLT8D2	0.014355292977070054	0.54099101001207
PTX3	0.014355292977070054	0.543328459812943
DAPP1	0.014355292977070054	0.543926583400388
TNR	0.014355292977070054	0.567074842119843
CASP8	-0.014499569695115089	0.568657587037823
SESTD1	0.014355292977070054	0.603917415549026
SERPINB5	-0.014499569695115089	0.610563715727691
CLEC1A	0.014355292977070054	0.614141311388338
SIRT5	0.014355292977070054	0.623573196971128
LEFTY2	0.014355292977070054	0.631332331236449
CRHR1	-0.014499569695115089	0.636912770871935
FABP6	0.014355292977070054	0.646614327474603
GH2	-0.014499569695115089	0.647929533042115
GSAP	-0.014499569695115089	0.651573672227548
CA4	-0.014499569695115089	0.654769108729433
PFDN2	0.014355292977070054	0.677129932517672
KLK10	0.014355292977070054	0.682181546873228
TPT1	0.014355292977070054	0.688562998340771
RGS8	0.014355292977070054	0.70081011903929
IKZF2	0.014355292977070054	0.704297668570182
ATP5PO	-0.014499569695115089	0.704611469110565
ITIH3	0.014355292977070054	0.708459229157955
ITGB6	-0.014499569695115089	0.736541169386433
GFOD2	-0.014499569695115089	0.750035922136209
TNXB	-0.014499569695115089	0.783307744562752
ADGRB3	0.014355292977070054	0.784656586409123
IL2RB	-0.014499569695115089	0.785171391369215
ITGB1	0.014355292977070054	0.790902368981497
CD84	0.0	0.791121362573576
MUC16	0.0	0.810843068880968
CST5	0.0	0.811333497717127
BOC	0.0	0.815234169355808
BLMH	0.0	0.828910685817497
GZMB	0.0	0.82933257736514
HSP90B1	0.0	0.833848821917499
WASF3	0.0	0.845777800136856
CLEC4C	0.0	0.845974234149793
IL11	0.0	0.851620017954899
DARS1	0.0	0.85509944064254
IMPA1	0.0	0.882690447298966
IL33	0.0	0.889164044384537
GDF2	0.0	0.895867004300294
HK2	0.0	0.900348877957734
IL4	0.0	0.911502981154545
IL24	0.0	0.9136848309058
RAB6B	0.0	0.920496505794643
KRT14	0.0	0.921849494597135
NTF3	0.0	0.922158305544808
RAB37	0.0	0.922619574491845
METAP1	0.0	0.936872516718651
IL20RA	0.0	0.938247721651021
PSG1	0.0	0.942939711563546
DNAJB8	0.0	0.943789550712873
CRX	0.0	0.944273159020929
GMPR	0.0	0.944403274700758
PEAR1	0.0	0.944870376237766
ICAM5	0.0	0.947381680874282
GHRHR	0.0	0.950151315985352
SFTPA1	0.0	0.954365798895179
HEBP1	0.0	0.958307145618897
S100A16	0.0	0.975015203790425
SFTPA2	0.0	0.996243579424528
