gene	log2fc	pval
VSIG4	0.3942431503834607	0.12326885119297924
INO80C	0.15803543626065242	0.12337923442258203
TMEM178A	-0.2943072482738103	0.12346876227647775
METAP1D	-0.1511009352681718	0.12355364978498486
UNC13D	0.10040963439097705	0.12355550822590415
RAVER2	-0.18247523711529112	0.1236003642758684
HYOU1	-0.10476767574937718	0.12361759648267989
C16orf13	-0.10387216959460943	0.12368204600918167
AASS	0.1697435168088992	0.12368477197618076
MRPL48	-0.09880863766102266	0.1236987801583301
ZNF502	-0.1482401044423547	0.12382873610417595
RPRD1A	-0.0604840882832125	0.12387473554403103
CISD2	-0.07344623037594111	0.12393904061825806
ZNF527	-0.12524722434962676	0.12396602775386618
SETD4	0.07374285249248125	0.1241441852580206
LOC202025	0.17083277840538713	0.12415643301293616
PHLPP2	-0.06403847261027451	0.12419453974574082
RLN2	-0.25072291403759284	0.12420362071241589
RELL1	0.09655503293859269	0.12424156537145362
ADCK1	-0.1440230067243089	0.12439701208278553
CCDC174	-0.07919816419924963	0.12442274467406807
GAL3ST4	0.3408563320726836	0.12442403757227681
GPAA1	-0.10809526633771682	0.12443031461991712
NMRK1	-0.13606740914536175	0.12452700922095031
ZNF267	0.09085324073120837	0.12455272244395675
RAI1	-0.08769664910964714	0.12455561845821891
PPP2R2D	0.09838706594360502	0.12460862039817237
SEPT6	-0.19585768543984372	0.12468358553078289
LOC90246	0.12222186045488925	0.12471533121683606
FOXN3	0.08467859962405733	0.12472532811630692
TMEM186	-0.07243048786591544	0.12481572049031261
DYNLT1	-0.06925535443608943	0.12483034192424153
IRF6	0.06785202132831891	0.12484923242473703
CNIH3	-0.23107032276629091	0.12501897275871582
ASAP1-IT2	-0.2060209988452364	0.1250937751557829
KLHL36	0.0859699515689254	0.12510784764904612
NEGR1	-0.25362919039285714	0.12512627135547466
HPS5	0.08341558806829141	0.12518380099325782
CCDC121	0.13041675346992498	0.1252125019375602
PHYHD1	0.20627595859273118	0.12530802167013205
KLHDC4	-0.09997470868859892	0.12531712036549444
ZNF585A	-0.11041499568107938	0.12538387540873644
MGAT5	0.10343111215225953	0.12540790700441173
PITPNM3	0.14960257746741767	0.12541053518964396
TOPORS	0.12695207719360724	0.12542790208713644
GCHFR	-0.15844147800501496	0.12549298284778748
CSDC2	0.19736264506077728	0.12551228226179814
FGF18	-0.10565411877569097	0.12552581131618568
SMIM24	-0.40401430356767065	0.12553444777602862
LRRC16B	-0.08258902704636384	0.12557322945886812
SCD	-0.11167953992481294	0.12563024343919504
C16orf87	0.09697109470802268	0.12563657171940307
SZRD1	0.07660024018796818	0.12564349432922012
GPX7	0.14123458984774828	0.1256629907496588
TM6SF1	-0.1021666627562654	0.12573558669134804
GSTO2	-0.10227917176127654	0.1257742519066727
ZNF92	0.10235023324247905	0.12580203734148998
CLP1	0.09335628485275826	0.1258619740465561
IL22RA1	0.36056169038345853	0.12593902478818716
ILKAP	-0.09677177673308357	0.126023287112317
TRO	-0.16606122503446308	0.12607887883124042
MARCH9	-0.10618119339410992	0.1262466042085049
MCM4	0.07603628497932569	0.12627573908809347
SUGCT	0.2528966148082743	0.12634807755623975
GAD1	0.215754166973686	0.1263843134908872
STAT3	0.061976543038841925	0.12639959997312405
SLC25A46	-0.04930041856516176	0.1264734631929581
RTTN	-0.14962235376377997	0.12663974132714564
CSRP3	0.5426692646892235	0.12673682909558398
CLIP2	0.13320237337531537	0.12675995485991487
ZNF428	-0.09171052007769287	0.1267892450529334
FPGT	0.09274452332769734	0.12679659534939744
CXCL5	0.466240055773806	0.1268140663702781
PER2	-0.10232400394110108	0.12686670922762372
LOC100289283	0.060992312650375524	0.12695242336268084
GPRC5A	0.24063826260777077	0.12699810998833871
ICAM2	-0.2521785576190476	0.12705550222564624
TGDS	0.15182445589849358	0.12712145724194768
PUSL1	-0.09363776004072477	0.12712171149966975
RBFOX3	-0.2482095752700504	0.1271618883533218
DALRD3	-0.08793977221115057	0.1272121794451447
PSMF1	-0.06536307874060299	0.12730545279296018
QTRTD1	0.11900662907017256	0.12745770048119184
CIAPIN1	-0.08925355570989701	0.12755016379246548
CNOT1	-0.07064702937343093	0.12755112042442868
APOBEC3B	0.34130019102004816	0.12759323850099055
PYGL	0.1961461323264464	0.12761610386658293
UNKL	0.1465342580025064	0.12761892273086667
TOMM34	-0.12677499104761836	0.12763719032470056
ALS2CL	0.17313676553697022	0.12763930614978664
ZNF703	-0.16394679893484287	0.12766075443777658
WHAMM	-0.12307074806390972	0.127740888996828
WDR36	0.09736495795363709	0.12784422986808713
SERPINA10	-0.5051115743464916	0.12786111714270246
CSF2RB	0.3511910244198022	0.127879992306906
LOC157562	-0.1589361380858394	0.12790845429962344
ZNF215	0.23245106649686686	0.1279166076748384
SYT16	-0.3656200329009991	0.12798072650608422
KLHL1	-0.4636714989530075	0.12800029082723247
IL6ST	0.061801980814534474	0.12801014521856144
PICK1	-0.07317580598371354	0.12809049980331572
RPL38	0.021188815632831037	0.1281225467185582
LCLAT1	0.06908879820175429	0.1281420866600784
AC017104.6	0.09715119836841701	0.1282963190299578
HEY2	0.25598896387155623	0.12835748449645382
ZNF365	-0.3054304084010049	0.128413193540385
UBA3	0.04206564070802443	0.1288181446835723
MT1E	0.1545885771804496	0.1288770998275095
KIAA0020	0.11229272134084844	0.12888718745424455
SENP1	0.07138733379072448	0.1289045823774634
PIWIL4	0.1942508286585216	0.1289242814004303
NDUFA9	-0.049691185595243326	0.1289774566405932
TTC31	0.09757411921365744	0.129078811433647
PRPSAP2	-0.0738035261817025	0.12912501990844796
NUDT2	-0.14582525590163087	0.12913067876192363
FARS2	-0.08948116460839728	0.1291474309535019
ZMPSTE24	0.04742921134711864	0.1292150784697226
SERTAD4-AS1	0.13786077462343194	0.12929678409380432
MFSD1	-0.08433428862781334	0.12939934823187016
UTP20	0.12679993759273245	0.12947442207220825
TNRC6A	-0.0928342883847133	0.12951976245464802
SPACA3	0.18519122543483668	0.12965631779558948
MRPL36	-0.1009131121290725	0.12969626585645003
SKAP2	0.16934804436215423	0.12971711415282902
DYNC1LI2	0.03669065132206306	0.12972136193707448
NPNT	0.17197343201127602	0.12976097896740268
FAM13A	0.20968545939787298	0.1298291813008613
KIDINS220	-0.044941185670426265	0.13024069483089898
TNS3	0.06843293835213338	0.1303180121437501
NIPAL2	0.12401440914222839	0.13037996471134855
CC2D1B	-0.1176040368471174	0.1304956059276559
ARHGAP24	-0.1416037740946159	0.13064105083266453
LOC102724312	0.14364383143233184	0.13065682312532778
RPLP1	0.03012668607142288	0.13066230494511563
CSTF1	-0.08946406891040759	0.13069823989641277
GATA2	0.1425853168471125	0.13071533327725457
CENPL	0.12395316816102753	0.13073818641867785
CORT	-0.09906896567857171	0.13079059127287404
CCDC85A	-0.38251591435025123	0.13085923341078612
SEL1L	0.0534453804824544	0.13088999633017886
SYNGR1	0.20431827349874787	0.1309280027941387
ORMDL3	0.168474941482458	0.13100704448456987
DDRGK1	-0.09736107614348377	0.13103973906447675
ATF7IP	0.07114687752506299	0.1312113959608963
DPF3	-0.2114147241409734	0.13146209301421308
IQCB1	0.1306214697362158	0.13153761165149194
RNF157-AS1	-0.3350543672518791	0.13153892376600362
SMARCA5	0.04380514772556232	0.13171258197203745
EIF3K	-0.060262559097740365	0.13173241839300448
MAGEF1	-0.08172062563345328	0.13177219398303952
IGSF9	0.21982494951566167	0.13183105902012157
NKIRAS2	0.09042402170551078	0.1318339656663544
RAB42	0.21242249264661872	0.13195041277587435
DAP3	-0.0867277127255619	0.13195755539412807
TMEM184B	-0.059281176518801715	0.13198124734186686
C16orf58	-0.1123777362030065	0.13198595466813515
TMEM79	-0.11043295771115158	0.13206213040620723
BFAR	0.116508385519424	0.13212683991302634
EFTUD1	-0.08868315548433792	0.13221249046965405
TAF1C	-0.10893163163847142	0.13229322464025903
IFRD1	0.08711600108396134	0.13232389315418144
ANKRD18A	-0.17879019630764503	0.13232473624532456
VPS36	0.07094945533772012	0.1323731248910223
SF3A1	0.06901698151253122	0.13238594809783918
PORCN	-0.08857298156015148	0.13243694189509206
LOC101929243	-0.24341370680388508	0.13250714837308275
RASSF7	-0.1071817064298255	0.13264743683798597
LOC100507250	-0.16011295031265682	0.13268060391887293
C11orf30	0.08408098242606599	0.1327066216585713
TFAP2C	0.2932335410770657	0.13297393516443667
CHP1	0.07406325181703721	0.13303728930942008
CHD3	-0.1331253613051384	0.13315913955591616
RAB3GAP1	-0.07305989815162839	0.13317145838378236
MAG	-0.08003304691541491	0.13318664479494072
SNX4	0.069190397850873	0.13319224727254658
PDE3A	0.14308327828633693	0.133223362417507
DDX55	-0.16640265986403868	0.13324424577575092
BCS1L	-0.11347415468984856	0.13328627058324288
PRKD3	0.07353671211152779	0.13331821746632033
POGK	0.06897258096052994	0.13342116021118403
SEPN1	0.1054122275482463	0.1334405384381799
SPAG1	0.11154216249999394	0.13348390511601013
SH3BP5L	0.08170248426942806	0.13349062487330413
PRDM10	0.07364862824937113	0.13349810012172972
TMEM176A	-0.2840820735269407	0.13352566283433928
HEATR2	0.07310698447556696	0.1336547915595829
S100A16	0.16948868369047787	0.13367449967248468
PDLIM3	0.2889416660620281	0.13372994138753777
BBX	-0.09683093569548973	0.13379959652688486
TMEM209	0.08782819048120061	0.13388135970436552
RNF150	-0.3171261469060127	0.1339674311882819
ZNF711	-0.1314414402105264	0.13400561034233913
C11orf96	0.17704487675940328	0.13409809221366098
C5orf28	0.1018668126572706	0.13416156851999853
ATF3	0.1804163487086452	0.1341619786012488
JMY	0.0951399083815776	0.1344503281393943
RP11-769O8.3	0.18663309379824344	0.13452907594756014
ZC3HC1	-0.07130267185839934	0.1345482933012126
COMMD3	-0.097709533790729	0.13459062977870923
PLXNB2	-0.10764165116604119	0.13463198477298682
FHL1	-0.2198091708032539	0.13466014975769336
C4orf29	-0.10918467738596327	0.13466580125229594
ZNF155	-0.13667812123057654	0.13493068688474308
FRMD3	0.22908846412342854	0.13503839458186495
FREM2	0.2987731440996253	0.13516248922344712
SLC27A6	-0.23650036970864985	0.1351667659150977
DZANK1	0.11802539059711847	0.1352282930968557
ADAM17	0.06835490193295435	0.1352392025985859
PRRX2	0.05586720327819439	0.13532038263750096
KIAA0226	-0.07652489306014765	0.13532188034621018
WWC1	0.05999587085840119	0.13532627008335665
ALDH1B1	0.17935137815163138	0.1353884870437055
GLCE	-0.11312398081516228	0.13548794123742572
ZNF565	-0.10008265060087584	0.135497402767327
SAMD14	0.06829853961904675	0.13553263739123114
LOXL3	-0.17040185650877238	0.13582020142143006
ATPAF1	-0.07475745675439072	0.13585004006873178
PTBP2	0.10019068616228388	0.13585045956999592
NIFK-AS1	-0.12612646869799882	0.13590048556771867
ZNF655	-0.0619150092656664	0.13597565947019694
GAREML	-0.12365920780639161	0.1360023461877424
KPNA5	-0.12337194126629036	0.13604886539260183
ENKUR	-0.338520267468045	0.13618906540892278
RHOT2	-0.053130861224936154	0.13620041612030276
TIMM10	-0.11957428801378711	0.13623288143817652
YIPF4	0.11818627373182622	0.13623777755101893
SBNO2	0.07376495304448749	0.13642369082801112
NEURL1	-0.2547264420689217	0.13642457139182834
LSM5	0.0945831550689249	0.1364469052297824
MDFIC	0.1446760997161629	0.13658856105369335
ALDH4A1	0.08156602767982246	0.1366469090173439
NDUFA4	0.0711345568295716	0.1366561867332212
ENOX1	-0.1310668853703012	0.13680779668565926
WDR1	0.1190681030275691	0.13683365179995371
HEBP2	0.09329121235588644	0.13690169631132038
MYOF	0.1799179701134026	0.1369360091667999
EFNB1	0.12462775407832094	0.13702530482427183
VAMP8	0.13175087994361157	0.13712970423309406
CDC16	-0.05946543219298128	0.1371574882265861
CARS	-0.08738223531328515	0.13722061547149794
TIGD6	-0.14009961579135233	0.13744313583140957
NCOA4	0.031481046591478545	0.13744937824770898
ZNF141	-0.15784848677380658	0.13748211265173432
RP1-74M1.3	0.19086594257832434	0.13768703207813282
PLEKHF1	0.12911983563283425	0.13772500576009075
NUDT15	-0.1032642278671716	0.1377529414659844
TBC1D20	-0.08368043533834779	0.13778618667836995
LOC158960	-0.28936839706829964	0.1378410418241982
SLC4A1AP	-0.08243269575626577	0.1378593734485178
TRIP10	0.1581573667280729	0.13786310261797477
LTB4R	0.12497952686716651	0.1379600231399566
AKAP1	0.0738487838728048	0.13798525652757448
HIST1H2AE	-0.18707517572180432	0.13800337747487296
EPS8L2	-0.08892351028633882	0.13800629843302153
FBXL12	-0.07837945883208342	0.13803051314892412
TRUB1	0.14234089407080397	0.13809264410169156
POLR3H	-0.10925911603446536	0.13818233239805208
CHADL	-0.08505814512594156	0.1382910752888308
ENTPD2	-0.14967375169047514	0.13829526812246803
AL833181	0.21937488031328378	0.13829867495240328
SHF	0.08478949566729188	0.13844745984508858
PLXNC1	-0.28499773459022393	0.13848545060265524
ZNF354B	-0.17160748040539087	0.13851722812784073
OBSL1	-0.1257154689749349	0.13851831279029608
FOXP2	-0.19728018680263126	0.13861744704512607
TMEM70	-0.0856153833345843	0.13864818474054477
UBAP2L	-0.07298270652882621	0.13874679146295288
PPM1H	-0.11270299570989906	0.13886900461215257
SLC25A20	-0.15658238775814226	0.13888306582664356
PATL2	-0.17325398717042528	0.13909931435973533
FRRS1L	-0.41780370898057395	0.13917552543037975
DRD2	-0.13085384696867042	0.13921961169144864
TOX	-0.2146072936428478	0.13940039091493478
H2AFY2	-0.08745245111277988	0.13949311722031876
LOC286161	0.10813179946052465	0.13951102509919172
HIBADH	0.12271498415225679	0.13953981342557173
C3orf33	-0.3017491714680416	0.13954733085647603
PTGDR2	-0.1774206949893502	0.13964192805663417
IGSF10	-0.2410229453596502	0.13978278489628992
MIA	0.08307196547243123	0.13982149902698393
DNM1L	-0.05493688154135157	0.13982390361018943
DOK3	0.21120621397556327	0.13986781017640698
AVPI1	-0.1619605487543856	0.13990366272166044
KB-431C1.4	0.08771618838157824	0.1399369068580822
DNAJB11	-0.07712730238721832	0.1399775444401213
LEPREL4	-0.11213946380952411	0.1400688013613709
SMC6	0.08289478787468063	0.1400729314914718
SUMO1	0.05207499348997047	0.14016630996062526
VPS13A	-0.12681828007017693	0.1401994748350046
PHLDA2	0.16612442636841962	0.1402114689387707
C5orf55	-0.1262947543834576	0.14026634435856275
PCF11	-0.09846819919800076	0.14032224249182662
SYNJ2	-0.0815503351416087	0.140335767830134
POU2F2	0.12098786718483989	0.14043615159007802
ABO	0.11999234045990015	0.14047056464832525
HOMER2	0.20883624884649166	0.1405315937815345
CAPN3	-0.1893543197512546	0.14086672804762762
RPAP1	-0.12132757684335971	0.14095228989806383
SHISA9	0.33405462534774344	0.14096537491412345
APOA4	0.06689010826002662	0.14101056021107797
PLAGL1	-0.147215592234339	0.14128943925688328
RSL24D1	0.07348640033207943	0.14131567609806608
EPHA10	0.11060599726253173	0.14133543459061393
FASTKD5	-0.062526902521304	0.1413527403613755
BLZF1	0.10496115550125573	0.14147492346620502
ZNF829	-0.0897720236397257	0.14166532995638145
CSDE1	0.034981505225564646	0.14173922807408734
LOC400043	0.24321745382894733	0.14175094579547276
TRAM1L1	-0.1505598645513775	0.14187159201522978
MMADHC	0.06702943050125398	0.14192563286563187
TMA16	0.10274583324373587	0.14194341999917806
C7orf60	0.08402966923935118	0.1420931684463374
KRT7	0.19059370146867138	0.14224687769530034
RP11-182L21.5	0.24245798095426352	0.14232821795438
KIAA1652	-0.14203609449874488	0.14248894375669044
SEPT5-GP1BB	0.07578794916541565	0.1426467181434482
TRAFD1	0.074100149667915	0.14267931663667263
TADA2A	-0.09699829939849725	0.1427501671106539
FAM129B	0.15995444849185425	0.142885064652421
SIMC1	-0.10265959610400976	0.14289924799977793
EDEM3	0.09679776454260569	0.1429871111465317
COL26A1	-0.10102198324623934	0.14309112583693023
GTF3A	-0.06528245516918219	0.14319418704899786
RP5-930J4.4	0.04519007862781699	0.1432212301861017
FASTK	-0.0723861996503743	0.1432293096575272
CLUHP3	0.07804404383395802	0.1433916813624307
OLR1	0.3225519717556393	0.14341571354304827
DOK5	0.3200655934843395	0.1435089937222828
EEPD1	0.1111960748778209	0.14352281315397825
KCNJ16	-0.2523926036309536	0.1437610320753928
SRSF8	-0.08811539375438748	0.1438521799260091
NME4	-0.10342670903132856	0.14397222045040767
ZDHHC3	0.08339702985839992	0.14397432750001057
LRCH2	-0.3373462627349637	0.14398659464803823
ZNF791	-0.0984382053703019	0.14401105556461344
ATP6V0C	-0.09373521050125255	0.144056374875863
FAM3B	0.15301246258772316	0.1441329581862526
GRHL1	0.12673137501941945	0.14418373504195595
YBX1	0.05524947077067566	0.14419843616856365
LLGL1	0.12256179281892532	0.14423600236494472
LOC100128108	-0.28401650598245975	0.14426881602741046
LOC100131170	-0.07007131157957325	0.14432502338634887
HSPA4	-0.04591598348998005	0.14432811976732685
SKAP1	0.2811997597988709	0.14435166393788665
PLTP	0.28771820805952686	0.14437381982984612
TUFT1	0.09750169959899502	0.14438744575912527
TTF1	0.0887690673026249	0.14450997738938662
NT5DC1	-0.057201233865919576	0.14474273766066315
WDR45	0.08148572104260587	0.14477040728519963
MRPS31	-0.061192627543857014	0.14489932458388574
GPX4	-0.09868306275689598	0.14491576769213463
DLG1	-0.054199948972431855	0.14501955483302184
PILRA	0.21258763089410948	0.1450554897247222
TNFSF4	-0.3676367897167916	0.14513089353207587
KIAA1024	-0.17737263523371283	0.14515275769104508
AC091133.1	-0.09619058354322974	0.14517725918797683
FAP	-0.3681782680056358	0.14520104485348156
MYLIP	-0.10574675515664644	0.14526163598475844
FCF1	0.11782360331453745	0.1453092020448979
MBNL2	0.04775840716791713	0.1453125611397936
KANK1	0.0865308472907298	0.14549803040693748
RCBTB1	0.13336403487844528	0.1455912475075031
ABCC10	-0.11472945844424132	0.1456084533246679
LOC100506922	-0.24465456744423442	0.14565955092797142
BCDIN3D-AS1	-0.11139505621930201	0.14570321602912722
CYTH3	0.11045531307331125	0.14584520659006753
C11orf71	-0.15353242276378687	0.1458757301952323
EP400NL	0.1461342011096507	0.14589134214452926
TMEM106B	0.10170215857769627	0.14589903520350905
CHST10	-0.0977724474010051	0.14591125364582555
TMEM68	-0.1377956596278196	0.14598751930966503
HIST1H4J	0.14996678968546195	0.14599686601057482
IRX1	-0.29861242833897084	0.14601794167319712
NQO2	-0.13551751644924614	0.1460689629415244
COLCA2	-0.1639123687280719	0.14630079082510614
AGPAT6	0.05412010005638912	0.14634970498247313
DPF2	0.09986438593546154	0.14638219209413367
GPR135	-0.16333453683270616	0.14655340829953742
TCP11L1	0.10475130591102833	0.14662918601337385
ZNF740	0.1052329131773222	0.1467062377756665
H2AFX	-0.09296071508395976	0.14678028843442664
H1FOO	-0.0681969561528799	0.1467937421964688
BCHE	-0.43018489385714087	0.14681408563784223
BAHCC1	-0.0954902323314526	0.14688567647933745
GLUD2	0.10222018017042345	0.14692711694044897
ZNF74	-0.06926035214912485	0.14700975054252924
SNAPC4	-0.07759578712218484	0.1470931329982775
PAIP1	0.061006443765665	0.1471194990310817
ARL6IP1	0.08706740464285545	0.14719204327470203
KIF3A	-0.09549738738095037	0.1472450671834577
ABCA11P	-0.17134572601127562	0.14727996702288226
LZTS2	0.113560724315791	0.14736451707747691
GPR137	0.06587013698496236	0.14771690342958788
ICAM3	0.17910002158959948	0.14783804606496082
MRPS34	-0.09865599234711908	0.1478406413458646
BAP1	0.10658606367543833	0.14785057883805897
R3HDM1	-0.060382424981206384	0.14786568364771896
PRB1	-0.053649633309523104	0.1478728405737371
RPGR	0.10508702384022506	0.1480504498048837
SCAF4	0.14448456416604039	0.14806815733071632
SLC25A33	-0.09414487627882195	0.14813285216716585
RANGAP1	-0.09886971493358132	0.1481380388870265
TGFB3	0.286807499713035	0.14819068724574638
CLIC2	-0.2706992843621556	0.14827568334067304
NEO1	0.13454028890789616	0.14854637847380314
FXYD5	-0.18120639436904185	0.1485772623324888
GPRIN3	-0.1571986499686684	0.14870160513853914
SFXN1	-0.11787091815163464	0.14889203171931023
WRNIP1	-0.04674325838972493	0.14898841659356934
ZNF654	-0.07873243639160599	0.14912552242012792
KCNK5	0.21701321584836997	0.14916488653732754
NSFL1C	0.10019834012155648	0.14919921082904966
TPCN1	-0.10408436209335825	0.1493759585897024
TIMM17A	-0.05903196617794748	0.14945542889766206
NISCH	-0.15746970913972191	0.14958855511944819
TMEM223	-0.11211116868734727	0.1496177402855081
PGK1	-0.08295434566416304	0.14967472175989918
ANTXR1	0.2983745859949867	0.14968833812603877
LY6G5C	-0.1440721288107749	0.14970236088360317
SFXN4	-0.09923241544799488	0.14970501681129916
FAM32A	-0.08042641795112893	0.14977215511242956
ABHD11	-0.13797729430263317	0.14983609146744303
RGMB	-0.14885984726127965	0.14991928904966237
LOC729680	0.14455762330012334	0.15000430181143354
POMT2	-0.09547457809774329	0.1502740283285447
RAD51-AS1	-0.10912983110965069	0.1503448117732889
CCDC115	0.09355170969360671	0.1504378176686074
ASH2L	0.040149457506261754	0.15045382066045077
CPT1C	-0.26913276134022546	0.150480513940069
APOE	0.11885480251127856	0.1505391279638271
ENTPD3-AS1	-0.16472330316415906	0.15060925147682655
FZD7	0.3032170480238099	0.1506339366902569
PRC1	0.19519305327506498	0.15082784213824663
CCDC93	0.08851208267543953	0.15091985274346525
ARL8B	-0.033848188778188515	0.15094023266087608
PDSS1	0.15399471655890018	0.1509687835247322
PSG6	0.40197791457518495	0.15103702286741294
CABIN1	-0.09316352961591345	0.15106539668847532
UFC1	-0.06024052063283136	0.1511713891295844
STX3	0.0792315533771859	0.15127063168532445
FUT1	0.15592862610714064	0.15127476765073608
METTL15	-0.07892645937844733	0.15133505984866027
LOC100507656	0.12015618601378186	0.1513481217368819
GHITM	-0.04219362345237698	0.15141518095749001
BCL2L13	-0.07808613158709043	0.1514270165012901
LOC285095	0.2702907064279447	0.151470877085285
MBD1	-0.08462173656579175	0.15155033638328055
FAM3A	-0.08261909602756923	0.15166130151596097
RP5-1136G13.2	-0.09754555881641558	0.15184263236115367
ARRDC4	0.12941064578634176	0.15186295841281558
RRP15	0.0981984985100226	0.15186704668270126
DEPDC5	-0.07515740753195743	0.1519797685497291
LINC00467	-0.14124055869799435	0.15202864649016096
HOXC4	0.19742354006453677	0.15208416449396323
CCDC159	-0.10748978289849909	0.15210935485827082
C5orf42	-0.16077072835088213	0.15211427806569897
EXOSC9	-0.075180835839598	0.15220945312155898
COPS2	-0.07235001050751677	0.15228938823965404
NDUFB7	-0.12262799719109907	0.15233234772917126
CDC42EP3	-0.1347107198120252	0.1524564501776882
ZSCAN31	-0.12524608303634288	0.15251291014907128
ODAM	0.43809179500313533	0.15261211065246746
TRMT61B	-0.09714472777506167	0.15269226884388284
ZFR	-0.04082518579573424	0.15269744949441338
SYMPK	-0.11817139660839615	0.15271214757932478
SAR1B	-0.0939073420050125	0.1529561435465333
EXOC4	-0.07586020178885455	0.15305622377250724
ECM1	-0.26332162764411393	0.15308756390317102
CCL18	0.374927587385967	0.15332979014929413
LOC100506990	-0.1427723800501326	0.15335992570141135
LOC100286925	-0.2498165287192986	0.1534879096440811
RBM26	-0.0735918378139111	0.15351545278538048
PGR	-0.3669332108302008	0.15359560081180712
RIN2	0.06638462100250742	0.15361915865852085
NAB1	-0.07003994717418571	0.15363799849070717
ARPC2	0.03644276112781952	0.15364089920847784
CTPS1	0.12338045329762437	0.15373281664162794
MYEF2	-0.10569593379072728	0.15376107056319563
LSR	0.12446154055952086	0.15388914868314144
HSPD1	-0.07502686980576456	0.1539177722329359
RNF166	-0.1508029720676678	0.1539491832124476
SPTLC1	0.03399044378446625	0.15405329670466275
FBXO15	-0.17287608242355912	0.1542244755373376
ATG3	-0.053908015162903666	0.15435543188297793
C6orf141	0.27746117453007635	0.15439631444970853
POLDIP2	0.09987245824436108	0.15445771106276554
TPRN	0.20218156094361195	0.1544611075341767
GPR27	-0.16386609803822338	0.15446634394124667
PTPDC1	-0.09224196690476205	0.1545215231695395
BLOC1S3	0.09286632638032799	0.15452778708326081
UNC50	-0.057991378408521754	0.15461854617022283
RASA1	0.04318392124060111	0.15461870089026908
GUCY1A3	-0.19377248036716743	0.15469637570522038
PBX2	0.07463076925939305	0.15476681806625922
AP1AR	0.17321842234649587	0.15496632533038135
C7orf31	-0.14307413665413904	0.15515686995079317
U2SURP	-0.0632212269423551	0.15517950560495106
MCOLN1	-0.09310246628446173	0.15520897157987854
ZNF770	0.0627205619147908	0.15536995641907894
NCR2	0.059730641775063376	0.1554770436332424
KIAA0485	0.2635238510720548	0.1554922901222783
IPP	-0.08459659278759712	0.15556056977949212
FTX	-0.46949776730952664	0.15561850793796744
HMG20B	0.1576721098483711	0.1556854113019579
PSMD7	-0.059333084016293114	0.15576515181404607
LRRC32	-0.2538343776647851	0.15585493160456032
BBS10	0.09896987371929811	0.15585808436564522
RNF212	0.11224363047368513	0.15596129764958447
FUBP3	0.05137753667293765	0.15606634874314604
CTD-2537I9.5	-0.1659981898433589	0.15607465930075845
RPS3	-0.05731213723057671	0.15610916972107422
TPD52L1	0.18091277094800162	0.156198244575285
TRDMT1	0.14425430704699505	0.1562117154463584
MGAT3	-0.10813532500751588	0.1562662951212523
YWHAE	0.035340621265664396	0.15627470347522265
USP40	0.08499464895300868	0.15631961332490174
VAV3	-0.24976106820112598	0.15633619134763105
CTNNBIP1	-0.09496491888847025	0.1564242206822092
PROSER2	0.18506973136278315	0.15645685712316806
LOC388692	0.08357357756704342	0.1564857540810982
NOL11	-0.06357371668734402	0.15656893830972454
PMP22	0.23191966692731825	0.15678791461816216
CAT	0.1445821075545144	0.15688507719998152
RP11-138A9.1	0.29995377316604	0.15703265541532938
GPD2	-0.08288171355263074	0.15719859179117554
GINS1	0.19392822677380828	0.15739817098434875
TRIM24	0.08107083899123069	0.1574866160564378
FBLN1	0.24179948695300446	0.15758250462617626
TSPO	0.18881987065476125	0.1575883635290439
PIK3C2A	0.06670229617418677	0.15761268580737162
EPDR1	-0.13303519434461286	0.1576550393945812
C14orf105	-0.16794101910275394	0.15768568436418312
NLRX1	-0.09573579412844246	0.15771215731148858
TSG101	-0.04741842759398196	0.15781310129601334
PLEC	-0.09274926325438404	0.15781776822481136
ZZZ3	-0.06724335504761747	0.15785666817860203
TRIB3	-0.15002449662092587	0.15788794841154416
MYL6	-0.03814830850250317	0.15793684798027893
LOC102725017	-0.16067738964285638	0.15801250795985022
NCS1	0.14884853097681727	0.15803242916217594
NFYC	0.04102624530701782	0.15804916806099403
TTC39C	-0.06897186445488757	0.15807076111437351
EPCAM	-0.03329789812030093	0.15816272646075363
PUS7	0.08585334914787346	0.15829377659635033
TMEM18	-0.08567611933020025	0.15833971944467576
ICMT	0.07089166230576538	0.15856412600827172
ABLIM1	-0.05621794184837192	0.15860940798034998
LGALSL	-0.09235163161403648	0.15868755248876246
BLNK	0.2345417035162889	0.15922216416463802
AP3M1	0.05128900516666235	0.15938311559107504
UBE2A	0.06846868214285351	0.1593850196705245
PAXIP1-AS1	-0.10102781401879568	0.15948390699526901
DCTN4	-0.0517940522869722	0.1595442144832789
GRAMD1A	0.11508849568420843	0.15957802208864896
WDR46	-0.11197532851754488	0.15964054875813838
SHFM1	-0.051519113383465154	0.15976949075792
C8orf33	-0.10706687609273047	0.15980141880294657
SLC25A36	0.08431691123433893	0.15980382690580286
BBS2	-0.11671303300250457	0.15982684622927862
LINC00883	-0.2045282985307013	0.1598912179280559
GSKIP	0.06686293609649319	0.15990651548094661
DBF4	0.11633596252318412	0.15991775535115213
AMIGO1	-0.1587991049548858	0.15994580067137892
WDHD1	0.13511632302005339	0.16003335366812818
RNF10	0.09586353533834746	0.1600910048317053
GPR153	0.09344518040288552	0.1601064111585609
PRB4	-0.07723835851566108	0.16015385890779296
CARF	-0.1552317302324573	0.16023446142071884
ABCB9	-0.14723215498934739	0.1603070519802407
